edge_type_id target_query source_query model_template dynamics_params syn_weight distance_range target_sections delay
100 pop_name=='EUSaff' * Exp2Syn AMPA_ExcToExc.json 0.012 "[0.0, 300.0]" ['somatic'] 2.0
